"phylum","class","order","family","genus","species","id","resource_id","latitude","longitude","datecollected","year"
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310305,2546,27.35,51.6167,"1970-01-21 22:00:00+01",1970
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310343,2546,25.65,57.25,"1968-09-04 22:40:12+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310348,2546,24.3667,60.2667,"1968-09-08 06:40:12+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310351,2546,26.7833,56.7333,"1968-09-04 08:15:00+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310353,2546,25.6833,54.4,"1970-01-29 22:00:00+01",1970
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310359,2546,27.35,51.6167,"1970-01-21 22:00:00+01",1970
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310362,2546,25.65,57.25,"1968-09-04 22:40:12+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310635,2546,25.1667,58.9667,"1968-09-06 02:00:00+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310637,2546,25.65,57.25,"1968-09-04 22:40:12+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310639,2546,28.7167,50.25,"1968-07-05 18:15:00+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310645,2546,25.6333,56.9667,"1970-01-26 20:30:00+01",1970
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310649,2546,26.7833,56.7333,"1968-09-04 08:15:00+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310676,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310677,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310684,2546,25.65,57.2333,"1969-07-24 07:49:48+01",1969
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310685,2546,28.7167,50.25,"1968-07-05 18:15:00+01",1968
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310687,2546,25.6333,56.9667,"1970-01-26 20:30:00+01",1970
"Arthropoda","","Calanoida","Pontellidae","Labidocera","Labidocera acuta",29310692,2546,25.1667,58.9667,"1968-09-06 02:00:00+01",1968
"Echinodermata","Echinoidea","Clypeasteroida","Laganidae","Laganum","Laganum decagonale",6735966,500,25.8330001831055,57.117000579834,"1963-11-30 12:00:00+01",1963
"Mollusca","Bivalvia","","","","",18672916,1456,23.9500007629395,60.9700012207031,"",
"Annelida","Polychaeta","Spionida","Spionidae","Laonice","",259658008,1570,29.02155,50.0856,"",
"Chordata","Reptilia","Squamata","Elapidae","Lapemis","Lapemis curtus",264314375,3870,25,58,"",
"Chordata","Reptilia","Squamata","Elapidae","Lapemis","Lapemis curtus",10440677,71,25,58,"1802-07-02 12:00:00+00:17:30",1802
"Chordata","Reptilia","Squamata","Elapidae","Lapemis","Lapemis curtus",8927750,71,25,58,"1802-07-02 12:00:00+00:17:30",1802
"Chordata","Reptilia","Squamata","Elapidae","Lapemis","Lapemis curtus",264314378,3870,25,58,"",
"Chordata","Actinopteri","Perciformes","Leiognathidae","","",4601954,268,26.8999996185303,56.7000007629395,"1963-12-01 03:48:00+01",1963
"Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia subtiloides",1034745,12,25.5665998458862,53.7383995056152,"1997-03-15 12:00:00+01",1997
"Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia subtiloides",745788,12,25.2477502822876,57.0318508148193,"1997-03-08 12:00:00+01",1997
"Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia subtiloides",2065300,12,25.5818996429443,53.7500514984131,"1997-03-15 12:00:00+01",1997
"Annelida","Polychaeta","Phyllodocida","Hesionidae","Leocrates","Leocrates wesenberglundae",9828933,500,27.0330009460449,56.5169982910156,"1937-04-22 12:00:00+01",1937
"Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus","Lepidonotus carinulatus",264280225,3893,25,58,"",
"Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus","Lepidonotus carinulatus",8361353,71,25,58,"1869-07-02 12:00:00+00:17:30",1869
"Chordata","Actinopteri","Scorpaeniformes","Triglidae","Lepidotrigla","Lepidotrigla bispinosa",9946860,268,25.1000003814697,60.4000015258789,"1963-11-29 01:06:00+01",1963
"Chordata","Actinopteri","Scorpaeniformes","Triglidae","Lepidotrigla","Lepidotrigla bispinosa",9546576,721,25,60,"",
"Chordata","Actinopteri","Scorpaeniformes","Triglidae","Lepidotrigla","Lepidotrigla omanensis",59245,721,25,60,"",
"Chordata","Actinopteri","Scorpaeniformes","Triglidae","Lepidotrigla","Lepidotrigla omanensis",6668630,268,25.1000003814697,60.7999992370605,"1963-11-28 21:12:00+01",1963
"Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Leptochela","Leptochela irrobusta",5903972,12,25.5818996429443,53.7500514984131,"1997-03-15 12:00:00+01",1997
"Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Leptochela","Leptochela irrobusta",873827,12,25.5665998458862,53.7383995056152,"1997-03-15 12:00:00+01",1997
"Arthropoda","Malacostraca","Leptostraca","","","",29316937,2546,23.95,60.97,"1963-11-01 15:42:00+01",1963
"Chordata","Actinopteri","Perciformes","Lethrinidae","Lethrinus","Lethrinus borbonicus",4707658,721,26,53,"",
"Chordata","Actinopteri","Perciformes","Lethrinidae","Lethrinus","Lethrinus borbonicus",10415134,721,26,53,"",
"Chordata","Actinopteri","Perciformes","Lethrinidae","Lethrinus","Lethrinus microdon",1943550,721,26,53,"",
"Chordata","Actinopteri","Perciformes","Lethrinidae","Lethrinus","Lethrinus nebulosus",1397461,721,26,53,"",
"Chordata","Actinopteri","Perciformes","Lethrinidae","Lethrinus","Lethrinus nebulosus",1680723,721,26,53,"",
"Chordata","Actinopteri","Perciformes","Lethrinidae","Lethrinus","Lethrinus nebulosus",5074907,721,26,53,"",
"Annelida","Polychaeta","Amphinomida","Amphinomidae","Linopherus","Linopherus hirsuta",11208306,71,25,58,"1949-07-02 12:00:00+01",1949
"Annelida","Polychaeta","Amphinomida","Amphinomidae","Linopherus","Linopherus hirsuta",264279141,3893,25,58,"",
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608760,2584,26.3167,56.9167,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608572,2584,26.67,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608573,2584,26.683,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608574,2584,26.616,53.941,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608575,2584,27.053,53.1,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608576,2584,27.05,51.93,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608577,2584,27.166,51.091,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608578,2584,27.266,51.183,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608579,2584,28.023,50.783,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608580,2584,28.686,50.29,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608581,2584,29.5,50.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608582,2584,29.496,50.361,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608583,2584,29.008,50.68,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608584,2584,29.218,49.891,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608585,2584,29.361,49.791,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608586,2584,29.505,49.71,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608587,2584,29.026,50.121,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608588,2584,29,50.11,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608589,2584,25.4,56.966,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608590,2584,27.5,51.366,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608591,2584,27.378,51.283,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608592,2584,26.925,52.455,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608593,2584,27.225,52.75,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608594,2584,26.315,52.836,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608595,2584,26,53.5,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608596,2584,26.2,53.67,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608598,2584,26.87,56.42,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608599,2584,27.013,56.5,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608600,2584,27.06,56.658,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608605,2584,26.1,54,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608606,2584,26.616,53.941,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608607,2584,25.658,57.258,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608608,2584,26.925,52.455,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608761,2584,26.421,54.16,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608762,2584,26.556,54.225,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608763,2584,26.66,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608277,2584,26.616,53.941,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608276,2584,27.053,53.1,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608275,2584,29.361,49.791,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608274,2584,27.5,51.366,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608273,2584,26.2,53.67,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608272,2584,25.4,56.966,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608271,2584,26.87,56.42,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608270,2584,27.013,56.5,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608269,2584,27.06,56.658,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608268,2584,26.1,54,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608267,2584,26.421,54.16,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258606052,2584,26.683,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258606581,2584,26.3167,56.9167,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258606592,2584,26.616,53.941,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258606603,2584,27.053,53.1,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258606669,2584,29.008,50.68,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258606680,2584,29.361,49.791,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258606691,2584,27.5,51.366,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607257,2584,26.67,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607893,2584,26.2,53.67,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607895,2584,25.4,56.966,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607896,2584,26.87,56.42,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607897,2584,27.013,56.5,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607898,2584,27.06,56.658,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607899,2584,26.1,54,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607900,2584,26.421,54.16,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607901,2584,26.556,54.225,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258607902,2584,26.66,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608262,2584,26.616,53.941,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608263,2584,26.683,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608264,2584,26.67,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608265,2584,26.66,54.3,"1965-03-25 12:00:00+01",1965
"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxoconcha","",258608266,2584,26.556,54.225,"1965-03-25 12:00:00+01",1965
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","",12841512,1456,23.9500007629395,60.9700012207031,"",
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026048,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026078,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026253,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026079,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026080,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026252,2546,24.3667,60.2667,"1968-09-08 06:40:12+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026214,2546,25.1667,58.9667,"1968-09-06 02:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026050,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026247,2546,24.3667,60.2667,"1968-09-08 06:40:12+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026209,2546,25.1667,58.9667,"1968-09-06 02:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026249,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026040,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026077,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026208,2546,25.1667,58.9667,"1968-09-06 02:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026250,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026155,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026145,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026207,2546,25.1667,58.9667,"1968-09-06 02:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026081,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026203,2546,24.3667,60.2667,"1968-09-08 06:40:12+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026254,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026212,2546,25.1667,58.9667,"1968-09-06 02:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026218,2546,24.3667,60.2667,"1968-09-08 06:40:12+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026144,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026255,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026143,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026142,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026259,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026679,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026690,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026681,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026139,2546,24.3667,60.2667,"1968-09-08 06:40:12+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026082,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026037,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia clausi",30026680,2546,24.8667,58.6667,"1968-09-06 05:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031502,2546,23.7667,60.7333,"1969-06-27 01:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031501,2546,23.7667,60.7333,"1969-06-27 01:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031500,2546,23.7667,60.7333,"1969-06-27 01:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031481,2546,23.7667,60.7333,"1969-06-27 01:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031069,2546,23.75,60.75,"1969-03-06 01:19:48+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031066,2546,23.75,60.75,"1969-03-06 01:19:48+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031065,2546,23.75,60.75,"1969-03-06 01:19:48+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30031064,2546,23.75,60.75,"1969-03-06 01:19:48+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030912,2546,24.9,58.8833,"1969-07-26 17:04:48+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030911,2546,24.9,58.8833,"1969-07-26 17:04:48+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030874,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030871,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030869,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030868,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030842,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030839,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030838,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030837,2546,25.2333,58.9833,"1969-07-26 21:30:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030807,2546,25.6333,56.9667,"1970-01-26 20:30:00+01",1970
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030787,2546,24.7333,61.4833,"1969-07-27 15:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030786,2546,24.7333,61.4833,"1969-07-27 15:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030785,2546,24.7333,61.4833,"1969-07-27 15:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030704,2546,24.5833,61.5833,"1968-09-08 12:00:00+01",1968
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030514,2546,25.5167,57.1,"1969-07-24 10:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030513,2546,25.5167,57.1,"1969-07-24 10:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030512,2546,25.5167,57.1,"1969-07-24 10:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030511,2546,25.5167,57.1,"1969-07-24 10:10:12+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030499,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030498,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030497,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030494,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030493,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030492,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030491,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030490,2546,25.35,57.9167,"1969-07-24 14:00:00+01",1969
"Arthropoda","","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis",30030122,2546,24.9,58.8833,"1969-07-26 17:04:48+01",1969
